County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotimgRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
WOOD COUNTY,TOWN OF SHERRY,Ward 1,SHERRY TOWN HALL,"9285 2ND ST, MILLADORE, WI 54454-9731",(715) 569-4458,,Government,-89.918484,44.583217,2016 General Election
CLARK COUNTY,TOWN OF LYNN,Wards 1-2,LYNN TOWN HALL,"W1877 US HIGHWAY 10, GRANTON, WI 54436-8847",(715) 937-1626,,Government,-90.405689,44.582414,2016 General Election
TREMPEALEAU COUNTY,CITY OF OSSEO,Wards 1-3,OSSEO CITY HALL,"13712 8TH ST, OSSEO, WI 54758-8774",7155972207,,Government,-91.2226118892,44.577935636,2016 General Election
PIERCE COUNTY,TOWN OF MAIDEN ROCK,Ward 1,MAIDEN ROCK TOWN HALL,"W2096 COUNTY ROAD CC, MAIDEN ROCK, WI 54750-8707",(715) 647-3953,,Government,-92.235557,44.57624,2016 General Election
PORTAGE COUNTY,TOWN OF SHARON,Wards 1-3,SHARON TOWN HALL,"6704 STATE HIGHWAY 66, CUSTER, WI 54423-9641",7155926600,,Government,-89.4511642456,44.5761566162,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,Wards 15-16,Howard Fire Station #2,"4165 SHAWANO AVE, GREEN BAY, WI 54313-7550",9204344640,,Government,-88.143564,44.575954,2016 General Election
OUTAGAMIE COUNTY,VILLAGE OF HOWARD,Ward 17,Howard Fire Station #2,"4165 SHAWANO AVE, GREEN BAY, WI 54313-7550",9204344640,,Government,-88.143564,44.575954,2016 General Election
TREMPEALEAU COUNTY,TOWN OF SUMNER,Ward 1,SUMNER TOWN HALL,"14424 5TH ST, OSSEO, WI 54758-4600",7155972267,,Government,-91.2345986813,44.575798586,2016 General Election
TREMPEALEAU COUNTY,VILLAGE OF ELEVA,Ward 1,VILLAGE OF ELEVA HALL,"25952 E MONDOVI ST, ELEVA, WI 54738-9450",7152874615,,Government,-91.467538476,44.5755062252,2016 General Election
CLARK COUNTY,TOWN OF HEWETT,Wards 1-2,HEWETT TOWN HALL,"W7498 ARNDT RD, NEILLSVILLE, WI 54456-7825",(715) 937-7574,,Government,-90.689651,44.574947,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,"Wards 9-10,18",BAY VIEW MIDDLE SCHOOL,"1217 CARDINAL LN, GREEN BAY, WI 54313-7110",9204344640,,School,-88.0871353149,44.5743751526,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,Wards 13-14,BAY VIEW MIDDLE SCHOOL,"1217 CARDINAL LN, GREEN BAY, WI 54313-7110",9204344640,,School,-88.0871353149,44.5743751526,2016 General Election
WOOD COUNTY,TOWN OF RICHFIELD,Wards 1-3,RICHFIELD MUNICIPAL BUILDING,"8478 RICHFIELD DR, MARSHFIELD, WI 54449-9664",7156762409,,Government,-90.139459,44.569822,2016 General Election
OUTAGAMIE COUNTY,TOWN OF CICERO,Wards 1-2,CICERO TOWN HALL,"N9195 COUNTY ROAD X, BLACK CREEK, WI 54106",9208339735,,Government,-88.3876879513,44.5697636157,2016 General Election
JACKSON COUNTY,TOWN OF CLEVELAND,Ward 1,CLEVELAND TOWN HALL,"N13745 TOWN HALL RD, FAIRCHILD, WI 54741",7153345104,,Government,-90.9832119942,44.5696952194,2016 General Election
TREMPEALEAU COUNTY,TOWN OF ALBION,Wards 1-2,ALBION TOWN HALL,"N50005 COUNTY ROAD Y, ELEVA, WI 54738",7152873212,,Government,-91.47295,44.568054,2016 General Election
OUTAGAMIE COUNTY,VILLAGE OF NICHOLS,Ward 1,NICHOLS COMMUNITY CENTER,"N9065 KRULL RD, NICHOLS, WI 54152-0169",9205252717,,Government,-88.468454,44.567878,2016 General Election
BUFFALO COUNTY,CITY OF MONDOVI,Wards 1-3,MONDOVI CITY HALL,"156 S FRANKLIN ST, MONDOVI, WI 54755-1514",7159263866,,Government,-91.6720099747,44.5672054589,2016 General Election
BUFFALO COUNTY,TOWN OF MONDOVI,Ward 1,MONDOVI CITY HALL,"156 S FRANKLIN ST, MONDOVI, WI 54755-1514",7159263866,,Government,-91.6720099747,44.5672054589,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,"Wards 3-4,6",HOWARD VILLAGE HALL,"2456 GLENDALE AVE, GREEN BAY, WI 54313-6502",9204344640,,Government,-88.077297,44.562514,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,Ward 5,HOWARD VILLAGE HALL,"2456 GLENDALE AVE, GREEN BAY, WI 54313-6502",9204344640,,Government,-88.077297,44.562514,2016 General Election
CLARK COUNTY,TOWN OF PINE VALLEY,Wards 1-2,PINE VALLEY TOWN HALL,"N3907 MARG AVE, NEILLSVILLE, WI 54456-7318",(715) 743-3137,,Government,-90.630773,44.561294,2016 General Election
CLARK COUNTY,CITY OF NEILLSVILLE,Ward 1,NEILLSVILLE CITY HALL,"118 W 5TH ST, NEILLSVILLE, WI 54456-1986",7157432105,COUNCIL ROOM,Government,-90.596768,44.560582,2016 General Election
CLARK COUNTY,CITY OF NEILLSVILLE,Ward 2,NEILLSVILLE CITY HALL,"118 W 5TH ST, NEILLSVILLE, WI 54456-1986",7157432105,COUNCIL ROOM,Government,-90.596768,44.560582,2016 General Election
CLARK COUNTY,CITY OF NEILLSVILLE,Ward 3,NEILLSVILLE CITY HALL,"118 W 5TH ST, NEILLSVILLE, WI 54456-1986",7157432105,COUNCIL ROOM,Government,-90.596768,44.560582,2016 General Election
CLARK COUNTY,CITY OF NEILLSVILLE,Ward 4,NEILLSVILLE CITY HALL,"118 W 5TH ST, NEILLSVILLE, WI 54456-1986",7157432105,COUNCIL ROOM,Government,-90.596768,44.560582,2016 General Election
CLARK COUNTY,CITY OF NEILLSVILLE,Ward 5,NEILLSVILLE CITY HALL,"118 W 5TH ST, NEILLSVILLE, WI 54456-1986",7157432105,COUNCIL ROOM,Government,-90.596768,44.560582,2016 General Election
CLARK COUNTY,TOWN OF GRANT,Wards 1-2,GRANT TOWN HALL,"W3696 RIDGE RD, GRANTON, WI 54436-8760",(715) 238-7295,,Government,-90.496516,44.560493,2016 General Election
PIERCE COUNTY,VILLAGE OF MAIDEN ROCK,Ward 1,Maiden Rock Village Hall,"W3535 STATE ROAD 35, MAIDEN ROCK, WI 54750-7900",(715) 448-2205,,Government,-92.3093987256,44.5603249222,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,"Wards 1,12",GREEN BAY COMMUNITY CHURCH,"600 CARDINAL LN, GREEN BAY, WI 54313-6731",4349225,,,-88.080887,44.558088,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,"Wards 2,8,11",GREEN BAY COMMUNITY CHURCH,"600 CARDINAL LN, GREEN BAY, WI 54313-6731",4349225,,,-88.080887,44.558088,2016 General Election
BROWN COUNTY,VILLAGE OF HOWARD,Ward 7,GREEN BAY COMMUNITY CHURCH,"600 CARDINAL LN, GREEN BAY, WI 54313-6731",4349225,,,-88.080887,44.558088,2016 General Election
KEWAUNEE COUNTY,VILLAGE OF CASCO,Ward 1,CASCO VILLAGE HALL - FIRE DEPARTMENT,"211 1ST ST, CASCO, WI 54205",8372220,,Government,-87.615478,44.557293,2016 General Election
WOOD COUNTY,TOWN OF ROCK,Ward 1,ROCK TOWN HALL,"10970 COUNTY RD N, MARSHFIELD, WI 54449-9775",7156762311,,Government,-90.2627934515,44.5558657497,2016 General Election
BUFFALO COUNTY,TOWN OF NAPLES,Ward 1,NAPLES TOWN HALL,"S283 COUNTY ROAD BB, MONDOVI, WI 54755",(715) 926-4692,,Government,-91.5896239132,44.5554600656,2016 General Election
TREMPEALEAU COUNTY,VILLAGE OF STRUM,Wards 1-2,STRUM VILLAGE HALL,"202 5TH AVE S, STRUM, WI 54770-7901",7156953601,,Government,-91.3926015794,44.5497898757,2016 General Election
TREMPEALEAU COUNTY,TOWN OF UNITY,Wards 1-2,UNITY TOWN HALL,"N50241 COUNTY ROAD D, STRUM, WI 54770-7837",7156953348,,Government,-91.37778,44.546869,2016 General Election
OUTAGAMIE COUNTY,TOWN OF MAINE,Ward 1,MAINE TOWN HALL,"N8551 STATE HIGHWAY 187, SHIOCTON, WI 54170-9535",9205254797,,Government,-88.551658,44.546004,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 37,HELEN KELLER SCHOOL,"1806 BOND ST, GREEN BAY, WI 54303-4604",(920) 448-3010,,School,-88.065002,44.541736,2016 General Election
KEWAUNEE COUNTY,VILLAGE OF LUXEMBURG,Ward 1-5,LUXEMBURG MUNICIPAL BUILDING,"206 MAPLE ST, LUXEMBURG, WI 54217-1094",9208452722,,Government,-87.70653,44.541405,2016 General Election
WOOD COUNTY,TOWN OF ARPIN,Wards 1-3,VILLAGE OF ARPIN MUNICIPAL BLDG,"6190 COUNTY RD N, ARPIN, WI 54410-9638",(715) 652-3012,,Government,-90.028126,44.541131,2016 General Election
WOOD COUNTY,VILLAGE OF ARPIN,Ward 1,VILLAGE OF ARPIN MUNICIPAL BUILDING,"6190 COUNTY RD N, ARPIN, WI 54410-9638",(715) 652-2010,,Government,-90.028126,44.541131,2016 General Election
WAUPACA COUNTY,TOWN OF HELVETIA,Wards 1-2,HELVETIA TOWN HALL,"E2544 COUNTY ROAD GG, IOLA, WI 54945",7154452478,,Government,-89.098328,44.540825,2016 General Election
PORTAGE COUNTY,TOWN OF CARSON,Wards 1-2,CARSON TOWN HALL,"3756 COUNTY ROAD M, STEVENS POINT, WI 54481",7154572170,,Government,-89.745723,44.540611,2016 General Election
PORTAGE COUNTY,TOWN OF NEW HOPE,Ward 1,NORTH NEW HOPE CHURCH,"845 COUNTY ROAD T, AMHERST JUNCTION, WI 54407",7158247145,,Religious,-89.263433,44.539696,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 31-33,STEVENS POINT AREA CONVENTION AND VISITORS BUREAU,"340 DIVISION ST N, STEVENS POINT, WI 54481-1153",7153442556,,Business,-89.5765,44.539519,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 34,42",STEVENS POINT AREA CONVENTION AND VISITORS BUREAU,"340 DIVISION ST N, STEVENS POINT, WI 54481-1153",7153442556,,Business,-89.5765,44.539519,2016 General Election
BROWN COUNTY,TOWN OF SCOTT,Wards 1-4,SCOTT TOWN HALL,"2621 JODY DR, NEW FRANKEN, WI 54229",9204069380,,Government,-87.8958673775,44.5388571918,2016 General Election
BUFFALO COUNTY,TOWN OF MAXVILLE,Ward 1,MAXVILLE TOWN HALL,"S451 STATE ROAD 25, DURAND, WI 54736-8021",7156725524,,Government,-92.0088726282,44.53719154,2016 General Election
JACKSON COUNTY,TOWN OF GARFIELD,Ward 1,GARFIELD TOWN HALL,"W15974 COUNTY ROAD B, OSSEO, WI 54758",7155972276,,Government,-91.1127667129,44.5362963527,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 39,BETHEL EVANGELICAL LUTHERAN CHURCH,"1350 BOND ST, GREEN BAY, WI 54303-4117",(920) 499-3010,,Religious,-88.0456161499,44.5336647034,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 1,UW-GREEN BAY,"2420 NICOLET DR, GREEN BAY, WI 54311-7003",(920) 448-3010,,School,-87.9288840294,44.5336590707,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 2,UW-GREEN BAY,"2420 NICOLET DR, GREEN BAY, WI 54311-7003",(920) 448-3010,,School,-87.9288840294,44.5336590707,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 3,UW-GREEN BAY,"2420 NICOLET DR, GREEN BAY, WI 54311-7003",(920) 448-3010,,School,-87.9288840294,44.5336590707,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 40,SAINT JUDE CATHOLIC CHURCH,"1420 DIVISION ST, GREEN BAY, WI 54303-3122",(920) 448-3010,,Religious,-88.050644,44.53146,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 47,GREEN BAY BOTANICAL GARDENS,"2600 LARSEN RD, GREEN BAY, WI 54303-4841",9204483010,,Business,-88.096044,44.531275,2016 General Election
OUTAGAMIE COUNTY,VILLAGE OF BEAR CREEK,Ward 1,BEAR CREEK COMMUNITY CENTER,"109 PROSPECT ST, BEAR CREEK, WI 54922-9789",7157524065,,Government,-88.727386,44.530731,2016 General Election
KEWAUNEE COUNTY,TOWN OF CASCO,Ward 1-3,CASCO TOWN HALL,"E3675 COUNTY ROAD T, CASCO, WI 54205-9732",(920) 837-2228,,Government,-87.5843,44.5305,2016 General Election
CLARK COUNTY,TOWN OF MENTOR,Ward 1,MENTOR TOWN HALL,"N3057 KING ST, HUMBIRD, WI 54746-8209",7159648017,,Government,-90.889961,44.530187,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 22-24,SAINT PAUL'S UNITED METHODIST CHURCH,"600 WILSHIRE BLVD, STEVENS POINT, WI 54481-2218",7153461572,,Religious,-89.551346,44.529916,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 35,40,43",SAINT PAUL'S UNITED METHODIST CHURCH,"600 WILSHIRE BLVD, STEVENS POINT, WI 54481-2218",7153461572,,Religious,-89.551346,44.529916,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 36,GREEN BAY SEVENTH-DAY ADVENTIST CHURCH,"1414 SHAWANO AVE, GREEN BAY, WI 54303-3112",9204483010,,Religious,-88.052952,44.52899,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 38,SAINT PAUL'S UNITED METHODIST CHURCH,"341 WILSON AVE, GREEN BAY, WI 54303-3016",(920) 448-3010,,Religious,-88.041871,44.528908,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 28,JEFFERSON SCHOOL,"905 HARRISON ST, GREEN BAY, WI 54303-3539",9204483010,,School,-88.020889,44.528536,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 25,SALVATION ARMY-UNION CT. CORPS,"626 UNION CT, GREEN BAY, WI 54303-3609",(920) 448-3010,,Private,-88.024791,44.526531,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 7-9,DREYFUS UNIVERSITY CENTER,"1015 RESERVE ST, STEVENS POINT, WI 54481-3866",7153461569,,Government,-89.5696710795,44.5260865241,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 4-6,STEVENS POINT RECREATION CENTER,"2442 SIMS AVE, STEVENS POINT, WI 54481-3106",7153461571,,Government,-89.5619277954,44.5253219604,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 42,LIVING HOPE CHURCH,"1840 W MASON ST, GREEN BAY, WI 54303-2333",9204483010,,Religious,-88.076855,44.525283,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 1-3,HI-RISE MANOR,"1300 BRIGGS CT, STEVENS POINT, WI 54481-2839",7153461569,,Government,-89.579743,44.525274,2016 General Election
OUTAGAMIE COUNTY,TOWN OF SEYMOUR,Wards 1-2,CRYSTAL SPRING GOLF COURSE,"N8055 FRENCH RD, SEYMOUR, WI 54165-8728",9208337961,,Business,-88.349726,44.525124,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 10-12,MID-STATE TECHNICAL COLLEGE,"1001 CENTERPOINT DR, STEVENS POINT, WI 54481-2899",7153461572,,Government,-89.585618,44.524955,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 22,CURATIVE CONNECTIONS,"2900 CURRY LN, GREEN BAY, WI 54311-5857",(920) 448-3010,,Private,-87.934536,44.523007,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 23,CURATIVE CONNECTIONS,"2900 CURRY LN, GREEN BAY, WI 54311-5857",(920) 448-3010,,Private,-87.934536,44.523007,2016 General Election
PORTAGE COUNTY,VILLAGE OF PARK RIDGE,Ward 1,PARK RIDGE VILLAGE HALL,"24 CRESTWOOD DR, STEVENS POINT, WI 54481-4301",7153431590,,Government,-89.5476150513,44.5225219727,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 32,REDEEMER LUTHERAN CHURCH,"210 S ONEIDA ST, GREEN BAY, WI 54303-1923",9204483010,,Religious,-88.043252,44.522312,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 24,GREEN BAY LABOR TEMPLE,"1570 ELIZABETH ST, GREEN BAY, WI 54302-2036",9204483010,,Private,-87.981956,44.520973,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 19-21,STEVENS POINT NATIONAL GUARD ARMORY,"3116 JEFFERSON ST, STEVENS POINT, WI 54481-4232",(715) 346-1572,,Government,-89.5550613403,44.520072937,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 36,38,41",STEVENS POINT NATIONAL GUARD ARMORY,"3116 JEFFERSON ST, STEVENS POINT, WI 54481-4232",(715) 346-1572,,Government,-89.5550613403,44.520072937,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 25-27,LINCOLN CENTER,"1519 WATER ST, STEVENS POINT, WI 54481-3548",7153461569,,Government,-89.5822372437,44.5195808411,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 43,KENNEDY ELEMENTARY SCHOOL,"1754 9TH ST, GREEN BAY, WI 54304-2807",9204483010,,School,-88.077413,44.519108,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 13-15,JEFFERSON SCHOOL,"1800 EAST AVE, STEVENS POINT, WI 54481-3709",7153461569,,School,-89.5720977783,44.5189170837,2016 General Election
WAUPACA COUNTY,TOWN OF UNION,Wards 1-2,UNION TOWN HALL,"E6592 STATE ROAD 22, BEAR CREEK, WI 54922-9642",9205962632,,Government,-88.895744,44.518196,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 21,GREEN BAY METRO TRANSIT CENTER,"901 UNIVERSITY AVE, GREEN BAY, WI 54302-1013",9204483010,,Government,-88.00201,44.516972,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 27,GREEN BAY METRO TRANSIT CENTER,"901 UNIVERSITY AVE, GREEN BAY, WI 54302-1013",9204483010,,Government,-88.00201,44.516972,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 46,CHURCH OF CHRIST,"2683 W POINT RD, GREEN BAY, WI 54304-1343",(920) 448-3010,,Religious,-88.10381,44.516694,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 44,BRIDGE POINT CHURCH,"2421 W POINT RD, GREEN BAY, WI 54304-1438",(920) 499-3010,,Religious,-88.090791,44.516198,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 30,FIRST PRESBYTERIAN CHURCH,"200 S ASHLAND AVE, GREEN BAY, WI 54303-1604",(920) 448-3010,,Religious,-88.026802,44.516125,2016 General Election
OUTAGAMIE COUNTY,CITY OF SEYMOUR,Wards 1-6,SEYMOUR MUNICIPAL BUILDING,"328 N MAIN ST, SEYMOUR, WI 54165-1312",9208332209,,Government,-88.3301203698,44.5144316554,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 29,TRINITY LUTHERAN CHURCH,"330 S BROADWAY, GREEN BAY, WI 54303-1518",(920) 448-3010,,Religious,-88.023602,44.513868,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 20,SS PETER & PAUL PARISH,"720 N BAIRD ST, GREEN BAY, WI 54302-1902",(920) 448-3010,,Religious,-87.991168,44.513472,2016 General Election
WAUPACA COUNTY,VILLAGE OF EMBARRASS,Ward 1,EMBARRASS VILLAGE HALL,"130 DEPOT ST, EMBARRASS, WI 54933",7158238525,,Government,-88.3295986801,44.512431398,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 41,SAINT ELIZABETH SETON CHURCH,"2771 OAKWOOD DR, GREEN BAY, WI 54304-1618",9204483010,,Religious,-88.107979,44.512165,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 45,SAINT ELIZABETH SETON CHURCH,"2771 OAKWOOD DR, GREEN BAY, WI 54304-1618",9204483010,,Religious,-88.107979,44.512165,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 16-18,STEVENS POINT TRANSIT,"2700 WEEK ST, STEVENS POINT, WI 54482-9218",7153414490,,Government,-89.505288,44.511232,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 37,39",STEVENS POINT TRANSIT,"2700 WEEK ST, STEVENS POINT, WI 54482-9218",7153414490,,Government,-89.505288,44.511232,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 33,CALVARY LUTHERAN CHURCH,"1301 S RIDGE RD, GREEN BAY, WI 54304-3233",9204483010,,Religious,-88.058380127,44.5105552673,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 35,CALVARY LUTHERAN CHURCH,"1301 S RIDGE RD, GREEN BAY, WI 54304-3233",9204483010,,Religious,-88.058380127,44.5105552673,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 26,GRACE LUTHERAN CHURCH,"321 S MADISON ST, GREEN BAY, WI 54301-4505",(920) 448-3010,,Religious,-88.013719,44.509895,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 4,CHRIST OF THE BAY LUTHERAN CHURCH,"450 LAVERNE DR, GREEN BAY, WI 54311-5763",(920) 448-3010,,Religious,-87.9315109253,44.5093574524,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 19,CHRIST OF THE BAY LUTHERAN CHURCH,"450 LAVERNE DR, GREEN BAY, WI 54311-5763",(920) 448-3010,,Religious,-87.9315109253,44.5093574524,2016 General Election
WAUPACA COUNTY,TOWN OF IOLA,Wards 1-2,IOLA TOWN HALL,"150 DEPOT ST, IOLA, WI 54945-9127",7157012048,,Government,-89.1317548603,44.5085187256,2016 General Election
WAUPACA COUNTY,VILLAGE OF IOLA,Wards 1-2,IOLA VILLAGE HALL,"180 N MAIN ST, IOLA, WI 54945-9120",7154452913,,Government,-89.1305084229,44.5084228516,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 31,SAINT JOSEPH'S PAROCHIAL SCHOOL,"1224 12TH AVE, GREEN BAY, WI 54304-2647",9204483010,,School,-88.04033719,44.5073331892,2016 General Election
PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 28-30,PORTAGE COUNTY HEALTH CARE CENTER,"825 WHITING AVE, STEVENS POINT, WI 54481-5246",7153461569,,Government,-89.5718994141,44.5060997009,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 34,BEAUMONT ELEMENTARY SCHOOL,"1505 GATEWOOD ST, GREEN BAY, WI 54304-3375",9204483010,,School,-88.05064,44.505676,2016 General Election
CLARK COUNTY,TOWN OF LEVIS,Wards 1-2,LEVIS TOWN HALL,"W6235 BRYAN AVE, NEILLSVILLE, WI 54456",7157436534,,Government,-90.628464371,44.5053315908,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 15,FIRST UNITED CHURCH OF CHRIST,"509 S WEBSTER AVE, GREEN BAY, WI 54301-3924",(920) 448-3010,,Religious,-88.008026,44.504944,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 16,UNION CONGREGATIONAL CHURCH,"716 S MADISON ST, GREEN BAY, WI 54301-3609",9204483010,,Religious,-88.0174975097,44.5047374815,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 13,WASHINGTON MIDDLE SCHOOL,"314 S BAIRD ST, GREEN BAY, WI 54301-3830",9204483010,,School,-87.997022,44.504567,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 17,OUR SAVIOUR LUTHERAN CHURCH,"120 S HENRY ST, GREEN BAY, WI 54302-3405",9204483010,,Religious,-87.978368,44.501883,2016 General Election
BROWN COUNTY,TOWN OF HUMBOLDT,Wards 1-2,HUMBOLDT TOWN HALL,"5500 HUMBOLDT RD, GREEN BAY, WI 54311-9244",9208633370,,Government,-87.805622,44.501718,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 5,ATONEMENT LUTHERAN CHURCH,"2132 DECKNER AVE, GREEN BAY, WI 54302-3534",9204483010,,Religious,-87.9686813354,44.5016479492,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 8,ATONEMENT LUTHERAN CHURCH,"2132 DECKNER AVE, GREEN BAY, WI 54302-3534",9204483010,,Religious,-87.9686813354,44.5016479492,2016 General Election
BROWN COUNTY,VILLAGE OF HOBART,Wards 1-8,WOODLAND WORSHIP CENTER,"760 AIRPORT DR, ONEIDA, WI 54155-9034",9206604597,,,-88.1566543579,44.4995918274,2016 General Election
BROWN COUNTY,VILLAGE OF HOBART,Ward 9,WOODLAND WORSHIP CENTER,"760 AIRPORT DR, ONEIDA, WI 54155-9034",9206604597,,,-88.1566543579,44.4995918274,2016 General Election
WOOD COUNTY,VILLAGE OF RUDOLPH,Ward 1,RUDOLPH VILLAGE MUNICIPAL BUILDING,"1580 MAIN ST, RUDOLPH, WI 54475-9728",7154353162,,Government,-89.8019485474,44.4962463379,2016 General Election
PORTAGE COUNTY,VILLAGE OF WHITING,Wards 1-4,WHITING MUNICIPAL CENTER,"3600 WATER ST, STEVENS POINT, WI 54481-5866",7153412742,,Government,-89.5615005493,44.4962005615,2016 General Election
PORTAGE COUNTY,TOWN OF STOCKTON,Ward 1-5,TOWN OF STOCKTON TOWN HALL,"7252 6TH ST, CUSTER, WI 54423-9743",(715) 592-4712,MUNICIPAL ROOM,Government,-89.4237976074,44.4961013794,2016 General Election
CLARK COUNTY,TOWN OF WASHBURN,Ward 1,WASHBURN TOWN HALL,"W3808 STATE HIGHWAY 73, NEILLSVILLE, WI 54456",7157433834,,Government,-90.5022798479,44.4946879148,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 18,SAINT BERNARD'S PARISH,"2040 HILLSIDE LN, GREEN BAY, WI 54302-4055",(920) 448-3010,,Religious,-87.9718409479,44.4945806265,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 6,EDISON MIDDLE SCHOOL,"442 ALPINE DR, GREEN BAY, WI 54302-5102",9204483010,,School,-87.949444,44.494183,2016 General Election
BROWN COUNTY,VILLAGE OF ASHWAUBENON,Wards 3-4,ASHWAUBENON VILLAGE HALL,"2155 HOLMGREN WAY, ASHWAUBENON, WI 54304-4605",(920) 492-2302,,Government,-88.057378,44.490841,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 10,PEACE UNITED METHODIST CHURCH,"919 SCHWARTZ ST, GREEN BAY, WI 54302-3119",(920) 448-3010,,Religious,-87.985414,44.489973,2016 General Election
BROWN COUNTY,CITY OF GREEN BAY,Ward 11,CENTRAL ASSEMBLY OF GOD CHURCH,"831 SCHOEN ST, GREEN BAY, WI 54302-3125",(920) 448-3010,,Religious,-87.980815,44.489946,2016 General Election
